word,translation,tag
separated for a long time,阔别,cedict
not enough to go around,狼多肉少,cedict
to choke on one's food,哽噎,cedict
not to one's liking,不中意,cedict
to stall for time,拖延时间,cedict
to hand over for transportation,交运,cedict
to work hard for,力争,cedict
to jump on one leg,单脚跳,cedict
not up to much,不咋地,cedict
to lie on one's belly,平伏,cedict
by way of,以资,cedict
all of one voice,众口一词,cedict
to reflect on one's shortcomings,自省,cedict
to hop on one leg,跳一只脚,cedict
to say something spot on,一矢中的,cedict
to dance on one's feet,跳脚,cedict
to count on one's fingers,屈指,cedict
to fix one's eyes on,凝视,cedict
to take up duty as,当上,cedict
to vent one's anger on,煞气,cedict
to act as go-between,保媒,cedict
to cheat on one's spouse,偷腥,cedict
to default on one's debts,拖欠,cedict
to feast one's eyes on,一饱眼福,cedict
to take responsibility for,躬履,cedict
to go well with rice,下饭,cedict
to set out on foot,发足,cedict
to go well with,相衬,cedict
a year-end dinner for employees,尾牙,cedict
there is no lack of,不乏,cedict
there's no lack of,有的是,cedict
this kind of,这种,cedict
to lodge for two nights,信宿,cedict
to work energetically for prosperity,奋发图强,cedict
to work for,效劳,cedict
not say a word,不做声,cedict
to leave for another place,出外,cedict
to give for free,分文不取,cedict
to regard face as all-important,死要面子,cedict
not to let  go,留下,cedict
to give cause for gossip,予人口实,cedict
to gesture with one's hand,摆手,cedict
to follow with one's eyes,目送,cedict
tailbone at end of spine,尻骨,cedict
to get into conversation with,搭话,cedict
to collide with one another,相碰撞,cedict
to prepare for new initiatives,重整旗鼓,cedict
to come out as,来得,cedict
free for a limited time,限免,cedict
to come up with,作出,cedict
to come up with ideas,出主意,cedict
out of one's mind,失张失智,cedict
spooked out of one's mind,魂飞魄散,cedict
to do one's work,做工作,cedict
to look at one another,相望,cedict
to compete for first prize,夺标,cedict
to look for an opportunity,寻机,cedict
a load on one's mind,心事,cedict
to ask for sky-high prices,漫天要价,cedict
suitable for young and old,老少咸宜,cedict
to look for trouble,寻事生非,cedict
to do one's very best,卖力,cedict
to mix together as one,混一,cedict
to give for adoption,过房,cedict
to go on foot,安步当车,cedict
not up to standard,差事,cedict
to go on stage,上台,cedict
and so on,之类,cedict
to pass by or through,路过,cedict
to match one's strength with,较劲,cedict
to look for,寻摸,cedict
to look for an explanation,索解,cedict
to look for blemishes,找岔子,cedict
to look for employment,找事,cedict
to call for help,呼救,cedict
scared out of one's skin,吓一跳,cedict
to return good for evil,以德报怨,cedict
to go on strike,罢工,cedict
for a limited time,限时,cedict
for a time,一度,cedict
to go on sentry duty,瞭哨,cedict
to go on summer vacation,避署,cedict
to ask for help,求人,cedict
to use  on its own,单用,cedict
to know nothing at all,三不知,cedict
out of one's wits,六神无主,cedict
scared out of one's wits,丧胆,cedict
to come about as predicted,应验,cedict
to show care for,关怀,cedict
to unite as one,团结一心,cedict
to catch up on sleep,补眠,cedict
to spoon with one's partner,抱睡,cedict
to stay together for life,长相厮守,cedict
bereaved of one's only child,失独,cedict
to part for ever,生离死别,cedict
not up to par,差远,cedict
first half of one's life,前半生,cedict
to count with one's fingers,掐算,cedict
to go on an expedition,探险,cedict
to combine as one,融汇,cedict
not living up to expectations,不孚众望,cedict
to go on an excursion,郊游,cedict
to ask voters for support,拉票,cedict
to honor with one's presence,光临,cedict
to go on,下去,cedict
to go on holidays,度假,cedict
to go on horseback,走马,cedict
to go on limitlessly,森罗,cedict
to keep on talking about,大谈特谈,cedict
to show concern for,眷顾,cedict
to provide support for,赡养,cedict
to miss out on,痛失,cedict
to settle for second best,退而求其次,cedict
to copy word for word,照抄,cedict
nothing left to live for,生无可恋,cedict
to act as if,权当,cedict
one step at a time,分步骤,cedict
to come into contact with,打交道,cedict
to ask for bail money,讨保,cedict
to acknowledge as one's teacher,拜人为师,cedict
to check up on,检定,cedict
to  with one,随身,cedict
to ask for money,挡琅,cedict
to open for business,开门,cedict
at intervals of,每隔,cedict
to seem as if,貌似,cedict
to gang up on,通同,cedict
to live  for free,白住,cedict
to show respect for,看得起,cedict
to sneak up on,挨近,cedict
to feel sorry for,哀悯,cedict
to feel sorry for oneself,自艾自怜,cedict
to run for office,参选,cedict
to long for,巴不得,cedict
by means of,凭借,cedict
to look down on,下视,cedict
to allow room for error,宽打窄用,cedict
pay and provisions for soldiers,兵饷,cedict
to ask for food,讨饭,cedict
for ever and ever,永永远远,cedict
to not bother about trifles,不拘小节,cedict
to make off with,偷去,cedict
to provide food for thought,发人深省,cedict
to get  hands on,弄到手,cedict
to get trampled on,任人宰割,cedict
to feel compassion for,悯惜,cedict
to volunteer for military service,请缨,cedict
to close  for business,收市,cedict
not to know,不知,cedict
to show affection for,亲热,cedict
to put aside for later,保留,cedict
to show contempt for others,骄人,cedict
to act for oneself,自专,cedict
to show disdain for,傲视,cedict
to put up with,克服,cedict
to ask for trouble,引水入墙,cedict
to show consideration for,礼让,cedict
to become useful for timber,成材,cedict
any one of,任一个,cedict
to report for duty,报到,cedict
to draw water for irrigation,戽水,cedict
to ask for advice,求教,cedict
to call for,搬请,cedict
to call for reinforcements,搬兵,cedict
to combine together for self-improvement,联合自强,cedict
to prepare for study,涤砚,cedict
to set aside for,留给,cedict
to report for criticism,报批,cedict
to ask for emergency assistance,告急,cedict
to ask for sb's surrender,招降,cedict
not to take seriously,玩忽,cedict
to ask for recompense,索谢,cedict
to ask for alms,行乞,cedict
to ask for,索要,cedict
to ask for assistance,将伯,cedict
to ask for compensation,索赔,cedict
to ask for directions,问路,cedict
to ask for forgiveness,讨饶,cedict
to ask for guidance,请教,cedict
to ask for information,问事,cedict
to ask for instructions,请示,cedict
to ask for lodging,借宿,cedict
to ask for mediation,央中,cedict
to offer for sale,出售,cedict
to pay for damages,赔钱,cedict
to rush about on errands,奔命,cedict
to meet for diagnosis,会诊,cedict
to report for judgment,报审,cedict
to run for shelter,跑警报,cedict
to provide for,支应,cedict
to provide for oneself,自理,cedict
to open for trading,开市,cedict
to meet for negotiation,聚议,cedict
to prepare for war,备战,cedict
to keep up with,赶上,cedict
to run for election,应选,cedict
to keep everything for oneself,独吞,cedict
to sound as if,听来,cedict
to compete for business,抢生意,cedict
as if weeping and complaining,如泣如诉,cedict
to head for,走向,cedict
to take turns on duty,轮值,cedict
to eat for free,白吃,cedict
not to hold anything back,无话不谈,cedict
easy to get along with,好处,cedict
to go along with,附和,cedict
hard to get along with,难搞,cedict
to wait helplessly for death,束手待毙,cedict
to become dull with time,淡化,cedict
for a little while,两下,cedict
to create trouble for oneself,自贻伊戚,cedict
to care for,服侍,cedict
to stay at number one,蝉联,cedict
to claim credit for oneself,居功,cedict
to fall out with,闹别扭,cedict
to view as worn-out shoes,视如敝屣,cedict
to apply for admission,投考,cedict
to take pity on,哀悯,cedict
to watch for an opportunity,看准机会,cedict
old name for a magnet,玄石,cedict
pet name for a child,奶名,cedict
to wait for an opportunity,伺机,cedict
to put  back on,穿回,cedict
to stand for,主张,cedict
to stand for election,出马,cedict
to break out with acne,爆痘,cedict
to allow for,备抵,cedict
to apply for,申办,cedict
to apply for reimbursement,报销,cedict
to apply for residence,报户口,cedict
to take on,兜揽,cedict
to take on chinese characteristics,中国化,cedict
to take on passengers,搭客,cedict
to sacrifice oneself for love,殉情,cedict
to leave for,开往,cedict
hatred and desire for revenge,仇怨,cedict
to keep people on tenterhooks,卖关子,cedict
to yearn for love,怀春,cedict
to accept  for publication,录用,cedict
give compliments and not remarks,多栽花少栽刺,cedict
to sit for imperial examinations,应举,cedict
so as to save,省得,cedict
to fall for,误信,cedict
to experience for oneself,见识,cedict
to confiscate land for redistribution,收地,cedict
to conflict with each other,相左,cedict
to hunt for food,捕食,cedict
to account for,占去,cedict
to work solely on,专司,cedict
to cut blocks for printing,刻板,cedict
to stop  for inspection,拦检,cedict
to present  for acceptance,提示承兑,cedict
to present  for payment,提示付款,cedict
pasture for cattle and horses,牧圉,cedict
to receive for storage,收存,cedict
to appeal for justice,申冤,cedict
to help with farm work,帮工,cedict
to beg for  food,打斋,cedict
to beg for food,乞食,cedict
to search for address,寻址,cedict
to go abroad as ambassador,出使,cedict
to prepare for an exam,备考,cedict
to release for medical treatment,保外就医,cedict
to wait for,守候,cedict
to wait idly for opportunities,守株待兔,cedict
to strive for self-improvement,自强,cedict
to search for smuggled goods,缉私,cedict
to freeload for food,蹭吃,cedict
to consign for sale,寄卖,cedict
to make green with plants,绿化,cedict
to fight for,争取,cedict
to catch up with,赶上,cedict
to seek for continued existence,求存,cedict
to bring into line with,接轨,cedict
to select for promotion,提拔,cedict
to arrange for,安置,cedict
to bid for purchase,申购,cedict
to double up with laughter,笑不可仰,cedict
so as to,以便,cedict
to search for ancient relics,访古,cedict
to fish for,捕捞,cedict
to fish for compliments,沽名钓誉,cedict
to fish for information,探风,cedict
to get along with,对付,cedict
to grieve for deceased relative,伤悼,cedict
people of one's grandparents' generation,祖父辈,cedict
people of one's parents' generation,父辈,cedict
to pan for gold,淘金,cedict
to bear responsibility for,顶挡,cedict
to inspect metal for flaws,探伤,cedict
to search for subtle traces,玩索,cedict
to check for compatibility,配型,cedict
to check for leaks,检漏,cedict
to campaign for votes,拉票,cedict
to summon for an interview,传见,cedict
to transfer  elsewhere for storage,转存,cedict
to begin one's career by,起家,cedict
striving to do one's best,力求,cedict
to exchange  for,换取,cedict
to consult for reference,参看,cedict
to search for,查找,cedict
to display for evaluation,展评,cedict
to sue for peace,乞和,cedict
to jump for joy,喜跃,cedict
to agree on three laws,约法三章,cedict
to place great importance on,珍视,cedict
to file for investigation,立案侦查,cedict
all show and no go,花拳绣腿,cedict
if one were to say,如果说,cedict
to say what one thinks,心直口快,cedict
to submit articles for publication,投稿,cedict
for a short while,一时,cedict
amount of force or pressure,强弱,cedict
not to fight back,示弱,cedict
nice to meet you,幸会,cedict
to look at each other,对望,cedict
to hunt for novelty,猎奇,cedict
to struggle for mastery,分争,cedict
to gasp for breath,吁吁,cedict
to do one's bit conscientiously,尽责,cedict
to gather for drinks,聚饮,cedict
to gather for eating,采食,cedict
as luck would have it,不巧,cedict
to arrest for punishment,拿办,cedict
to root for,助阵,cedict
to bid for,申办,cedict
to angle for fame,沽名钓誉,cedict
to bundle up with rope,捆扎,cedict
to pray for,祈求,cedict
to pray for blessings,祈福,cedict
to decorate for festive occasions,挂彩,cedict
to beg for pity,乞怜,cedict
to compensate for,抵补,cedict
a good-for-nothing adviser,狗头军师,cedict
to gang up with,勾结,cedict
to cheer for,助威,cedict
to beg for mercy,告饶,cedict
all take and no give,好吃懒做,cedict
to substitute for,替代,cedict
to submit for approval,报审,cedict
to submit for printing,付印,cedict
to volunteer for,自告奋勇,cedict
platform for praying to immortals,祈仙台,cedict
